RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_START_SG	SAMPLE_START_TZ_CD	SAMPLE_START_LOCAL_TM_FG	SAMPLE_END_DT	SAMPLE_END_SG	SAMPLE_END_TZ_CD	SAMPLE_END_LOCAL_TM_FG	SAMPLE_ID	TM_DATUM_RLBLTY_CD	ANL_STAT_CD	HYD_COND_CD	SAMP_TYPE_CD	HYD_EVENT_CD	PROJECT_CD	AQFR_CD	LAB_NO	TU_ID	BODY_PART_ID	COLL_ENT_CD	SIDNO_PARTY_CD	SAMPLE_CN	SAMPLE_CR	SAMPLE_MN	SAMPLE_MD	STATION_NM	DEC_LAT_VA	DEC_LONG_VA	HUC_CD	Stream width	Temperature, water	Temperature, air	Air pressure	Discharge, instant.	No. of sampling pts.	Gage height	Specific cond at 25C	Dissolved oxygen	pH	ANC, wu,fxdEP,fld	Alkalinity, wf,fixedEP,field	Phosphorus, wu	Phosphorus, wf	Calcium, wf	Calcium, wu,recov	Magnesium, wf	Magnesium, wu,recov	Sodium, wu,recov	Sodium, wf	Potassium, wf	Potassium, wu,recov	Chloride, wf	Sulfate, wf	Sulfate, wu	Silica, wu	Silica, wf	Silica, wu.1	Arsenic, wu	Vanadium, wu	Arsenic, wf	Barium, wf	Barium, wu,recov	Beryllium, wf	Beryllium, wu,recov	Bismuth, wf	Bismuth, wu	Cadmium, wf	Chromium, wf	Chromium, wu,recov	Cobalt, wf	Cobalt, wu,recov	Copper, wf	Copper, wu,recov	Iron, wu,recov	Iron, wf	Iron(II), wf	Lead, wf	Lead, wu,recov	Manganese, wu,recov	Manganese, wf	Thallium, wf	Thallium, wu	Molybdenum, wf	Molybdenum, wu,recov	Nickel, wf	Nickel, wu,recov	Silver, wf	Silver, wu,recov	Strontium, wf	Strontium, wu,recov	Vanadium, wf	Zinc, wf	Zinc, wu,recov	Antimony, wf	Antimony, wu	Aluminum, wu,recov	Aluminum, wf	Cerium, wf	Cerium, wu	Cadmium, wu,recov	Cesium, wf	Cesium, wu	Gallium, wf	Gallium, wu	Germanium, wf	Germanium, wu	Lithium, wf	Lithium, wu,recov	Rubidium, wf	Rubidium, wu	Selenium, wf	Selenium, wu	Titanium, wf	Titanium, wu	Tungsten, wu	Tungsten, wf	Zirconium, wf	Zirconium, wu	Lanthanum, wf	Lanthanum, wu	Scandium, wf	Scandium, wu	Ytterbium, wf	Ytterbium, wu	Yttrium, wf	Yttrium, wu	Terbium, wu	Gadolinium, wu	Europium, wu	Neodymium, wu	Praseodymium, wu	Niobium, wu	Lutetium, wu	Thulium, wu	Erbium, wu	Holmium, wu	Oil & grease, severity	Suds or foam, severity	Float.Garbage, svrty	Floating algae mats, severity	Odor, severity	Dead fish, severity	Floating debris, severity	Turbidity, severity	Tritium, wu	Uranium, wf	Uranium, wu	Bicarbonate, wu,Gran,field	Alkalinity,wf,Gran,field	ANC, wu,Gran,field	Transit rate, sampler	Site visit purpose	Erbium, wf	Europium, wf	Gadolinium, wf	Holmium, wf	Neodymium, wf	Niobium, wf	Praseodymium, wf	Terbium, wf	Thulium, wf	Lutetium, wf	Bicarbonate, wf, Gran, field	Hydrogen sulfide, wu	Sample purpose	Sample source	Sampling condition	Sample location, downstream	Sample location, upstream	Tritium 2scu, wu	Sulfur, wu	Stream velocity	H-2/H-1 ratio, wu	delta O-18, wu	Tantalum, wu	Tantalum, wf	Samarium, wu	Samarium, wf	Dysprosium, wu	Dysprosium, wf	Thorium, wu	Thorium, wf	Sampling method	Sampler type	Sample splitter type	Iron(III), calculated, wf	Type of replicate	Type of QA data	Topical QC data purpose	SpecCond,wu25degCLab	Type of blank solution	Source of blank solution	Type of blank sample	Source of reference material	Lot No, 1st, inorg grade watr
00306529	USGS 	391502106230601	WS 	2003-06-19 11:30:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	9	9	9	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:47	keelin  	2008-01-15 17:16:47	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	39.2505555555556	-106.385	11020001	NA	8.5 	NA	NA	NA	NA	NA	135 	NA	4.4 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-133.62 	-17.72 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306530	USGS 	391504106223001	WS 	2002-11-12 11:45:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	9	9	9	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:48	keelin  	2008-01-15 17:16:48	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	39.2511111111111	-106.375	11020001	NA	3 	NA	NA	2.9 	NA	NA	26 	NA	6.4 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-124.53 	-16.27 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306531	USGS 	391504106223001	WS 	2003-03-13 10:40:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	9	9	9	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:48	keelin  	2008-01-15 17:16:48	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	39.2511111111111	-106.375	11020001	NA	2.9 	NA	NA	2.6 	NA	NA	29 	NA	7.04 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-124.15 	-16.28 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306532	USGS 	391504106223001	WS 	2003-05-16 12:20:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	9	9	9	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:48	keelin  	2008-01-15 17:16:48	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	39.2511111111111	-106.375	11020001	NA	4 	NA	NA	15 	NA	NA	31.5 	NA	6.49 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-124.48 	-16.37 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306533	USGS 	391504106223001	WS 	2003-06-19 11:05:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	9	7	9	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:49	keelin  	2008-01-15 17:16:49	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	39.2511111111111	-106.375	11020001	NA	7 	NA	NA	14 	NA	NA	23 	NA	6.61 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-128.55 	-17.49 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306534	USGS 	391504106223001	WS 	2003-08-12 10:10:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	9	7	9	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:49	keelin  	2008-01-15 17:16:49	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	39.2511111111111	-106.375	11020001	NA	7.5 	NA	NA	14 	NA	NA	24 	NA	6.69 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-128.07 	-17.45 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306535	USGS 	391504106225200	WG 	2002-11-12 13:25:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:53	keelin  	2008-01-15 17:16:53	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	39.2511111111111	-106.381111111111	11020001	NA	NA	NA	NA	NA	NA	NA	638 	NA	6.02 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-145.42 	-19.17 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306536	USGS 	391504106225200	WG 	2003-03-13 09:35:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:53	keelin  	2008-01-15 17:16:53	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	39.2511111111111	-106.381111111111	11020001	NA	9.2 	NA	NA	NA	NA	NA	613 	NA	6.25 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-145.73 	-19.27 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306537	USGS 	391504106225200	WG 	2003-05-16 14:50:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:53	keelin  	2008-01-15 17:16:53	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	39.2511111111111	-106.381111111111	11020001	NA	9 	NA	NA	.13 	NA	NA	535 	NA	6.24 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-144.56 	-19.14 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306538	USGS 	391504106225200	WG 	2003-06-19 13:20:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:54	keelin  	2008-01-15 17:16:54	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	39.2511111111111	-106.381111111111	11020001	NA	9.5 	NA	NA	NA	NA	NA	783 	NA	5.98 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-144.39 	-19.17 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306539	USGS 	391504106225200	WG 	2003-08-12 11:35:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:54	keelin  	2008-01-15 17:16:54	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	39.2511111111111	-106.381111111111	11020001	NA	10 	NA	NA	.18 	NA	NA	765 	NA	6.2 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-143.99 	-19.17 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306540	USGS 	391517106223801	WG 	2002-11-12 12:25:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:58	keelin  	2008-01-15 17:16:58	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	39.2547222222222	-106.377222222222	11020001	NA	6 	NA	NA	NA	NA	NA	216 	NA	5.83 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-140.98 	-18.71 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306541	USGS 	391517106223801	WG 	2003-03-13 10:20:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:58	keelin  	2008-01-15 17:16:58	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	39.2547222222222	-106.377222222222	11020001	NA	NA	NA	NA	.053 	NA	NA	216 	NA	5.85 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-142.65 	-18.81 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306542	USGS 	391517106223801	WG 	2003-05-16 12:35:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:58	keelin  	2008-01-15 17:16:58	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	39.2547222222222	-106.377222222222	11020001	NA	6.5 	NA	NA	NA	NA	NA	243 	NA	4.76 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-139.55 	-18.46 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306543	USGS 	391517106223801	WG 	2003-06-19 13:40:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:59	keelin  	2008-01-15 17:16:59	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	39.2547222222222	-106.377222222222	11020001	NA	6 	NA	NA	NA	NA	NA	206 	NA	5.46 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-137.63 	-18.38 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306544	USGS 	391517106223801	WG 	2003-08-12 10:40:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-15 17:16:59	keelin  	2008-01-15 17:16:59	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	39.2547222222222	-106.377222222222	11020001	NA	6.5 	NA	NA	NA	NA	NA	203 	NA	5.79 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-139.34 	-18.52 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00306553	USGS 	391501106230601	WG 	2002-11-12 15:05:00	m	MST   	N	NA	NA	NA	NA	NA	K	U	X	9	X	8582-9YD1	NA	NA	NA	NA	USGS-WRD	NA	keelin  	2008-01-17 21:23:37	keelin  	2008-01-17 21:23:37	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	39.2502777777778	-106.385	11020001	NA	NA	NA	NA	NA	NA	NA	116 	NA	6.11 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-142.28 	-18.7 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
